job_title,location,company_name,job_desc
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Data Scientist,"Washington, DC 20024 (Southwest Waterfront area)",Government of the District of Columbia,"This position is located in the Department of Consumer & Regulatory Affairs, Office of the Director, Agency Performance Office. The incumbent is responsible for applying predictive modeling and statistical analysis to improve the agency’s ability to der"
"Data Scientist (Product Analytics), Education","Redwood City, CA",Chan Zuckerberg Initiative,"Founded by Dr. Priscilla Chan and Mark Zuckerberg in 2015, the Chan Zuckerberg Initiative (CZI) is a new kind of philanthropy that's leveraging technology to help solve some of the world's toughest challenges – from eradicating disease, to improving edu"
Senior Data Scientist-Analytics,"San Diego, CA 92112",Intuit,"Intuit is seeking a Senior Customer Analyst to cover Intuit’s Consumer Group (TurboTax, Mint, Turbo). We have an exciting opportunity to help shape how we use data to generate hypotheses, surface insights, and build models in order to personalize custom"
"Graduate Data Science Analytics Intern, Sony Pictures Television - Summer 2020","Culver City, CA 90232 (Washington Culver area)","Sony Pictures Entertainment, Inc.","The Sony Pictures Entertainment Internship program offers a unique opportunity to work alongside the teams that come together to create movies, TV shows, and other great experiences. These seasonal, paid assignments provide meaningful and productive work "
Freelance Lesson Writer for Mathematical Questions,Remote,"National Training Network, Inc.","NATIONAL TRAINING NETWORK JOB DESCRIPTION Freelance Lesson Writer Position Title: Freelance Lesson Writer for Grades 3-8, Algebra 1, Geometry and Algebra II Create lessons that address the CCSS for Mathematical content or other state standards in style an"
Data Scientist,"San Francisco, CA",Spin,"----------
About Spin
----------

Spin operates electric scooters in cities and campuses nationwide, bringing sustainable last-mile mobility solutions to diverse communities. Recognized for its consistent cooperation and collaboration with cities, Spin pa"
Senior Data Scientist,"New York, NY 10018 (Murray Hill area)",Cquest,"PERMANENT FULL TIME JOBNO SPONSORSHIPSLOCATION: NY AREAIMMEDIATE NEEDSALARY FLEXIBLE DEPENDING ON EXPERIENCEJob DescriptionData scientist that will help us discover the information hidden in vast amounts of data we collect (or in our database), and help u"
Data Scientist,"Washington, DC",Pivotal Software,"LOCATION: Remote (home based) with some travel to New York, Washington DC, Boston.

About Us VIDEO ( https://www.youtube.com/watch?v=ohREsVH5ND8&feature=youtu.be )

Founded in 2013, Pivotal Software, Inc. combines our leading cloud-native platform, tools,"
Data Scientist,"Carlsbad, CA 92009 (Bressi Ranch area)",Ezoic,"At Ezoic, we're building a better internet experience with our all-in-one digital publishing platform. Artificial intelligence is at the core of everything that we do, and we are looking for a motivated, creative, results-oriented data scientist to develo"
Data Scientist,"Brook Park, OH",TS,"Master's degree in a quantitative field including but not limited to data science, analytics, and statistics and 2-3 years of data science experience or bachelor’s degree and 3-5 years of data science experience.Experience in the credit industry or fina"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Data Scientist,"Greenwich, CT",ZUNA,"Would you like to work at one of the largest electronic broker companies while growing your knowledge and skills as a junior Data Scientist? If you are a determined, passionate junior data scientist who possesses the required skills, we are looking for yo"
"Data Scientist, New Analytic Approaches - Global Research","New York, NY",UBS,"Your role
Are you an empirical social scientist with a track record of extracting information from a few thousand data points, or a few billion? Are you excited by the prospect of working in diverse teams with a broad range of skillsets? Does your head tu"
Data Scientist,"Atlanta, GA 30313 (Downtown area)",The Coca-Cola Company,"This role will support and lead various financial data analytics, predictive modelling, process optimization initiatives along with building the right visuals to unleash the business insights. The individual will also be responsible for the operational we"
Senior Data Scientist,"Venice, CA",System1,"System1 is hiring a Senior Data Scientist. This is a senior role with a high amount of visibility. We are looking for experienced candidates that will bring analytical skills and statistical methods to measure the quality of our products, and to understan"
Data Scientist,"Seattle, WA",Adobe,"The Challenge:
The Adobe Digital Video and Audio (DVA) Data Science team is seeking a Data Scientist to help drive a culture of evidence-based decision-making. We support a fantastic product suite including Premiere Pro, Premiere Rush, After Effects, Audi"
Clinical Data Analyst ll/Scientist,"San Diego, CA",Infotree Service Inc,"Company Description
Medical Device
Job Description
The Scientist in this position will perform multivariate analysis of biomarker data in connection with Company Neuroscience clinical trials with the goals of providing tools for patient screening, risk as"
Economist / Data Scientist,"San Diego, CA 92127",HP,"As Economist/Data Scientist at HP Inc. in San Diego, you will join an industry-leading organization and work on developing and implementing analytical models to identify optimal pricing, marketing and sales decisions for our Printing & PC business. Workin"
Data Scientist,"Manhattan, NY",Rose Technology,About Us: Rose is the home for data. We believe that data should be easy to find and even easier to work with. We've been through the pain of trying to work with data from various disparate sources and we want to change that experience.if you believe in c
Data Scientist,"Plano, TX 75023",Samsung Electronics,"Position Summary
Data Scientists are responsible for developing brand new solutions, especially in creating solution architectures and proof-of-concepts. Besides providing the critical link between the most technical areas of the organization and our busi"
Data Scientist,"Atlanta, GA",NCR,"About NCR
NCR Corporation (NYSE: NCR) is a leading software- and services-led enterprise provider in the financial, retail, hospitality, telecom and technology industries. NCR is headquartered in Atlanta, Ga., with 34,000 employees and does business in 18"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Data Scientist (Entry Level),"Chicago, IL 60606 (The Loop area)",Strike Social,"Why Work With Us
Strike is a leader in the fast-growing marketing technology sector. We're not just succeeding, we're kicking butt. Come help build the next generation of advertising and marketing technology using the latest technologies including Machine"
Data Scientist,"Carlsbad, CA 92009 (Bressi Ranch area)",Ezoic,"At Ezoic, we're building a better internet experience with our all-in-one digital publishing platform. Artificial intelligence is at the core of everything that we do, and we are looking for a motivated, creative, results-oriented data scientist to develo"
Data Scientist,"San Francisco, CA",Spin,"----------
About Spin
----------

Spin operates electric scooters in cities and campuses nationwide, bringing sustainable last-mile mobility solutions to diverse communities. Recognized for its consistent cooperation and collaboration with cities, Spin pa"
Data Scientist,"Brook Park, OH",TS,"Master's degree in a quantitative field including but not limited to data science, analytics, and statistics and 2-3 years of data science experience or bachelor’s degree and 3-5 years of data science experience.Experience in the credit industry or fina"
Data Scientist,"Santa Monica, CA 90404 (Mid-City area)",Starz,"Job Title: Data Scientist
Department: Technology
Location:
Santa Monica, CA, US, 90404
Summary of Position:
STARZ is looking for a skilled Data Scientist to join their growing team Santa Monica, CA. This resource will have access to a variety of different"
Data Scientist,"Atlanta, GA 30313 (Downtown area)",The Coca-Cola Company,"This role will support and lead various financial data analytics, predictive modelling, process optimization initiatives along with building the right visuals to unleash the business insights. The individual will also be responsible for the operational we"
Data Scientist,"Denver, CO 80202 (Lodo area)",Evolve Vacation Rental,"The position
We're seeking a Data Scientist to join our Analytics team! This team and role is a critical element to Evolve's success and helps position us as an innovator and thought-leader in the vacation rental space.
The Data Scientist will build machi"
Data Scientist,"Manhattan, NY",Rose Technology,About Us: Rose is the home for data. We believe that data should be easy to find and even easier to work with. We've been through the pain of trying to work with data from various disparate sources and we want to change that experience.if you believe in c
Data Scientist I - Agent Analytics,"San Francisco, CA 94102 (Downtown area)",Zillow Group,"About the team
Zillow Group is currently seeking a Data Scientist to join the Agent Analytics team in our San Francisco office. Our team is tasked with absorbing billions of rows of data from dozens of sources, organizing them, analyzing them, and visuali"
Sr Data Scientist,"Hartford, CT",Nava Software Solutions LLC,"NAVA Software Solutions is looking for a Data Scientist for a Contract opportunity for our client in Hartford, CT
Title: Data Scientist
Location: Hartford, CT
Exp: 7-10 yrs
Start Date: ASAP
Duration: 12 months
Skills Required: SQL,R,SAS,Python
Qualificati"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Data Scientist,"Charlotte, NC","PartnerRe Holdings Europe Limited, Dublin","Data ScientistThe role holder, based in North America, will join the global analytics team within Life & Health, and should make a significant contribution to the enhancement of PartnerRe Life & Health’s value proposition. They will be responsible for p"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Data Scientist - Responsible AI,"New York, NY 10017 (Midtown area)",Facebook,The Responsible AI Analytics team measures models across Facebook to ensure that they are built in a principled way. We work closely with Research Scientists and Ethicists to build methodologies and tools for analyzing models. We then collaborate with the
Data Scientist,"Nashville, TN 37211",Quovant.com,"Quovant is seeking a Data Scientist to serve in a full-time capacity, contract to hire or contract assignment role. The successful candidate will lead several machine learning and business intelligence projects to support our legacy applications and repor"
Data Scientist,"Jersey, GA",Codersdata,"Job Summary**Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality.Good experience of relational database systems & using SQL/stored procedures to extract data.Expert"
Clinical Data Scientist,"Boston, MA",ICHOM,"Title Clinical Data ScientistLocation Based in Boston, USA or London, UKReporting Directly to ICHOM Technical Project LeaderICHOM is a not-for-profit committed to transforming healthcare to a value-based system through universal measurement and reporting "
Data Scientist,"Ashburn, VA 20147",Maxiom,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns that will help improve our company. We will rely on you to build data products to extract valuable business insights.

In this role, you should be highly anal"
Data Scientist - Experimentation,"Seattle, WA 98103 (Fremont area)",Getty Images,"Getty is embarking on its next wave of innovation in visual storytelling and how to put the perfect image or video in our customer’s hands, be it for a society-changing headline or a brand’s next big campaign—truly moving the world with images.
We a"
Data Scientist,"Athens, OH",Ohio University,"Data Scientist

THIS IS A GRANT-FUNDED POSITION. EMPLOYMENT IS CONTINGENT UPON CONTINUED FUNDING FROM THE GRANT PROVIDER.

The George V. Voinovich School of Leadership and Public Affairs at Ohio University is seeking an enthusiastic and flexible Data Scie"
Freelance Lesson Writer for Mathematical Questions,Remote,"National Training Network, Inc.","NATIONAL TRAINING NETWORK JOB DESCRIPTION Freelance Lesson Writer Position Title: Freelance Lesson Writer for Grades 3-8, Algebra 1, Geometry and Algebra II Create lessons that address the CCSS for Mathematical content or other state standards in style an"
Computational Biologist/Data Scientist,"San Diego, CA",Sinopia Biosciences,"Sinopia Biosciences is a clinical stage biotechnology company located at JLABS (Johnson & Johnson Innovation) in San Diego, CA. Sinopia is focused on developing machine learning and computational drug discovery technologies that improve the safety and eff"
Innovation Data Scientist,"Concord, CA",Swinerton Builders,"Identify and analyze ways for data to enhance and drive new construction services, support new and more profitable revenue, drive projects moving through innovation pipeline.
Job Description:
JOB DUTIES AND RESPONSIBILITIES
Leverage Data to predict Constr"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Data Scientist,"Charlotte, NC","PartnerRe Holdings Europe Limited, Dublin","Data ScientistThe role holder, based in North America, will join the global analytics team within Life & Health, and should make a significant contribution to the enhancement of PartnerRe Life & Health’s value proposition. They will be responsible for p"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist - Intermediate,"Creve Coeur, MO",Infotree Global,"Job Summary******************** only W2,no C2C ***************Description:We have an opportunity available for Remote Sensing Data Scientist to join our team. Our team works directly with scientists to develop software platforms that enable cutting-edge r"
Data Scientist,"Long Beach, CA 90802",Coverance Insurance Solutions Inc,"At Coverance Insurnace Solutions, Inc we're looking for a full-time Data Scientist.
If you've ever wanted to work for a startup that's working on next-generation software, this could be your dream job!
We Want People That
Want to build software that enhan"
Data Scientist - Uber Eats (NYC),"New York, NY 10018 (Clinton area)",Uber,"At Uber, we ignite opportunity by setting the world in motion. We take on big problems to help drivers, riders, delivery partners, and eaters get moving in more than 600 cities around the world.
We welcome people from all backgrounds who seek the opportun"
Data Scientist Intern,"Orlando, FL 32825",LOCKHEED MARTIN CORPORATION,Performs exploratory research and analysis to identify novel and meaningful patterns in data and uses statistical methods to reject or accept proposed hypotheses about relationships or latent predictive factors discovered through their work to provide bus
Junior Data Scientist | TS/SCI,"Springfield, MA",Connect Talent Solutions,"As a Junior Data Scientist, you will work as part of a small team of data engineers, database developers and visualization specialists to analyze large sets of structured data, looking for anomalies and undiscovered correlations. You will combine analytic"
"Data Scientist, Workforce Analytics","Burbank, CA",Warner Bros. Entertainment Group,"Company Overview
WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO"
Data Scientist,"New York, NY",Research Foundation of The City University of New...,"Job DescriptionGeneral Description
ISLG is an institute within the City University of New York. The Institute’s mission is to help achieve improvements in the financing, delivery, and measurement of critical public services by assisting current and futu"
Biological Data Scientist,"San Francisco, CA 94143 (Haight-Ashbury area)",University of California San Francisco,"The Data Science CoLab is seeking researchers in computational biology, bioinformatics, and data science to tackle current challenges in immunology. As part of the Data Science (DS) team, you will learn the analysis methods, as well as the conceptual and "
Associate Data Scientist,"Bothell, WA 98011 (North Creek area)",Puget Sound Energy,"Puget Sound Energy is looking to grow our community with like-minded, top talented individuals like you! With our rapidly growing, award winning energy efficiency programs, our pathway to an exciting and innovative future is now.
PSE's IT Application Solu"
Data Scientist,"Greenwich, CT",ZUNA,"Would you like to work at one of the largest electronic broker companies while growing your knowledge and skills as a junior Data Scientist? If you are a determined, passionate junior data scientist who possesses the required skills, we are looking for yo"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Staff Data Scientist,"San Diego, CA 92112",Intuit,Intuit is hiring a Staff Data scientist to focus on our Consumer Tax Group. We are looking for exceptional talent that can improve the bottom lines of our TurboTax offerings.
Principal Data Scientist,"Chevy Chase, MD",GEICO,"GEICO's Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic model"
Data Scientist,"Charlotte, NC","PartnerRe Holdings Europe Limited, Dublin","Data ScientistThe role holder, based in North America, will join the global analytics team within Life & Health, and should make a significant contribution to the enhancement of PartnerRe Life & Health’s value proposition. They will be responsible for p"
Jr. Data Scientist,"New York, NY",Iovate Health Sciences International Inc.,"If you are a highly motivated individual with a passion for health & wellness along with a commitment to excellence, we want YOU! Iovate is the maker of the MuscleTech, Six Star and Hydroxycut family of products and the leader in the active nutrition, wei"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist Intern,"Orlando, FL 32825",LOCKHEED MARTIN CORPORATION,Performs exploratory research and analysis to identify novel and meaningful patterns in data and uses statistical methods to reject or accept proposed hypotheses about relationships or latent predictive factors discovered through their work to provide bus
Data Scientist - Intermediate,"Creve Coeur, MO",Infotree Global,"Job Summary******************** only W2,no C2C ***************Description:We have an opportunity available for Remote Sensing Data Scientist to join our team. Our team works directly with scientists to develop software platforms that enable cutting-edge r"
Data Scientist (Entry Level),"Chicago, IL 60606 (The Loop area)",Strike Social,"Why Work With Us
Strike is a leader in the fast-growing marketing technology sector. We're not just succeeding, we're kicking butt. Come help build the next generation of advertising and marketing technology using the latest technologies including Machine"
Sr Data Scientist,"Hartford, CT",Nava Software Solutions LLC,"NAVA Software Solutions is looking for a Data Scientist for a Contract opportunity for our client in Hartford, CT
Title: Data Scientist
Location: Hartford, CT
Exp: 7-10 yrs
Start Date: ASAP
Duration: 12 months
Skills Required: SQL,R,SAS,Python
Qualificati"
Data Scientist - Indeed Hire,"Austin, TX 78731",Indeed,NA
"Data Scientist, Workforce Analytics","Burbank, CA",Warner Bros. Entertainment Group,"Company Overview
WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO"
Junior Data Scientist | TS/SCI,"Springfield, MA",Connect Talent Solutions,"As a Junior Data Scientist, you will work as part of a small team of data engineers, database developers and visualization specialists to analyze large sets of structured data, looking for anomalies and undiscovered correlations. You will combine analytic"
BERD Statistician,"Los Angeles, CA",USC,"The Southern California Clinical and Translational Science Institute (SC CTSI) is a research organization at the University of Southern California (USC) and Children’s’ Hospital Los Angeles (CHLA). Our mission is to support, promote and accelerate sci"
"Siri - Data Scientist, Data Organization","Santa Clara Valley, CA 95014",Apple,"Summary
Posted: Mar 6, 2020
Weekly Hours: 40
Role Number:200124335
Would you like to play a part in the next revolution in human-computer interaction? Contribute to a product that is redefining mobile and desktop computing, and work with the people who bu"
Global Data Scientist,"Washington, DC 20005 (Logan Circle area)",Innovations for Poverty,"The Global Data Scientist is an expert in statistics, data science, and quantitative research who supports a large portfolio of research projects across diverse geographies, sectors, and methods. This position will work as a technical lead on IPA’s Glob"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
"Senior Data Scientist, Analytics Platform as a Service","Boston, MA 02109 (Downtown area)",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
OCR Data Scientist,"Boston, MA 02199 (Back Bay area)",iQuartic,"ResponsibilitiesThe Senior Data Science Engineer will work closely with the software engineering team and domain experts at IQuartic, leverage OCR and machine learning techniques to develop digitization software for medical record scans.You will bring the"
Data Scientist,"Los Angeles, CA",TeleSign,"TeleSign is a cloud communications company that is redefining the way the largest brands in the world protect, connect and engage with their users. With an innovative suite of APIs, enhanced by data intelligence and Machine Learning, TeleSign delivers com"
Data Scientist,"Raleigh, NC 27614",Itron,"The work we do every day matters. From modernizing the grid and ensuring safe, reliable water delivery to creating smarter cities, you can make an impact with Itron.
As a Data Scientist at Itron, you will work with business leaders to deliver business out"
Senior Data Scientist,"Los Angeles, CA 90049 (Brentwood area)",true[x],"JOB DESCRIPTION
True[X]
Senior Data Scientist
The Senior Data Scientist will be a key member of true[X]’s Data Science team. This team is responsible for researching and analyzing data sets, and creating the statistical and machine learning models that "
Juñior Data Scientist,"Boston, MA",PIÑATA SCIENCES,"Pinata Scienes is looking for an up and coming Data Scientist. This data driven individual will work to support our data science team to deliver scalable solutions that provide real-word business value. In addition to building solutions, you must possess "
Quantitative Data Scientist,"Salt Lake City, UT 84112 (East Bench area)",University of Utah,"Identifies trends and problems through complex big data analysis. Interprets results from multiple sources using a variety of techniques, ranging from simple data aggregation via statistical analysis to complex data mining independently.
Responsibilities
"
Junior Data Scientist,"New York, NY",Avibra,"Who We Are
Avibra is an end to end consumer loyalty ecosystem with a mission to educate and improve individual financial, career, physical, social and community well-being, and provide opportunity to people to convert their good habits into life insurance"
Data Scientist,"Redwood City, CA 94065 (Marine area)",Oracle,"Data Scientist-200006CH

Preferred Qualifications
Oracle’s Digital Assistant Cloud Service Team is creating innovative products that leverage the power of AI and Machine Learning to bring world-class natural language and speech capabilities to Oracle’"
Jr. Data Scientist,"Camden, NJ 08103 (Central Waterfront area)",US Cold Storage,"Overview:
Job Title: Jr. Data Scientist
Who We Are: USCS is driven to advance, innovate and serve companies seeking the best service, facilities, and logistics in the cold chain. We are employee focused, an equal employment opportunity employer and would "
"Data Scientist – Python, R, NLP","Irvine, CA",Food People,"Overview
One of the fastest growing startups is seeking a Data Scientist. They build a product that integrates Salesforce with Google.
If you are a Data Scientist with Python experience, please read on!
What You Will Be Doing
– Deal with with unstructur"
Senior Data Scientist,"Los Angeles, CA 90028 (Hollywood area)",Netflix,"Los Angeles, California
Data Science and Engineering
Netflix is revolutionizing entertainment and shaping the evolution of storytelling around the world. We deliver billions of hours of movies and shows per month to more than 150 million accounts across 1"
Senior Data Scientist,"Chevy Chase, MD",GEICO,"GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic mod"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Louisville, KY",Humana,"Description
The Senior Data Scientist uses mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. The Senior Data Scientist work assignments involve moderately compl"
Senior Data Scientist,"Fort Lee, NJ 07024",TRANZACT,"How the Position WorksThe Data Scientist reports to the VP of Data Science and Analytics and is responsible for gathering data, conducting analysis, building predictive algorithms and communicating findings to drive profitable growth and performance acros"
Data Scientist,"Detroit, MI 48226 (Downtown area)",Amrock,"Preferred Qualifications
Master’s degree or doctorate in statistics or another applied science field or equivalent experience
Considerable experience with statistical tools and packages (e.g., SAS, SPSS, Minitab, R) and methods to incorporate statistica"
Computational Biologist/Data Scientist,"San Diego, CA",Sinopia Biosciences,"Sinopia Biosciences is a clinical stage biotechnology company located at JLABS (Johnson & Johnson Innovation) in San Diego, CA. Sinopia is focused on developing machine learning and computational drug discovery technologies that improve the safety and eff"
